Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members
133473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:16932000; ICD-10-WHO:R11; PIH:5978; CIEL:133473; IMO ProblemIT:84351,Nausea and Vomiting,Nausea and Vomiting,The forcible expulsion of the contents of the stomach through the mouth.,Diagnosis,N/A,,
142412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:62315008; AMPATH:16; AMPATH:5983; CIEL:142412; IMO ProblemIT:42046,Diarrhea,Diarrhea,Passage of excessively liquid or excessively frequent stools.,Diagnosis,Coded,No; Yes; Unknown;,
135588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:191981008; SNOMED NP:36480000; ICD-10-WHO:R43.2; SNOMED CT:36955009; 3BT:10091167; ICPC2:N16; IMO ProblemIT:300621; CIEL:135588,Loss of taste,Loss of taste,"Complete or severe loss of the subjective sense of taste, frequently accompanied by OLFACTION DISORDERS.",Diagnosis,N/A,,
135589AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:44169009; ICD-10-WHO:R43.0;IMO ProblemIT:328542; CIEL:135589,Loss of sense of smell,Loss of sense of smell,Loss of or impaired ability to smell. This may be caused by OLFACTORY NERVE DISEASES; PARANASAL SINUS DISEASES; viral RESPIRATORY TRACT INFECTIONS; CRANIOCEREBRAL TRAUMA; SMOKING; and other conditions.,Diagnosis,N/A,,
120345AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:286933003; ICD-10-WHO:R41.0; SNOMED CT:40917007; AMPATH:6006; IMO ProblemIT:40901; CIEL:120345,Confusion,Confusion,,Finding,N/A,,
165648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:165648,Date of isolation,Date of isolation,Date/time patient was isolated.,Question,DateTime,,
162079AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:162079,Date of test result,Date of test result,"Date/time that a test result was obtained. This is not when the test was ordered, or when the result was given to the patient.",Misc,DateTime,,
5006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:84387000; AMPATH:5006; CIEL:5006,Asymptomatic,Asymptomatic,General descriptive term.  ,Misc,N/A,,
165621AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:1240581000000104; SNOMED UK:1240581000000104; CIEL:165621,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) detected,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) detected,,Finding,N/A,,
5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:386725007; LOINC:8310-5; AMPATH:5088; PIH:5088; org.openmrs.module.mdrtb:TEMPERATURE; CIEL:5088,Temperature (°C),Temperature (°C),Patient's temperature in degrees centigrade.,Finding,Numeric,,
5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:78564009; LOINC:8867-4; AMPATH:5087; PIH:5087; org.openmrs.module.mdrtb:PULSE; CIEL:5087,Pulse,Pulse (beats/min),"Patient pulse rate, as measured with a peripheral oximeter.",Finding,Numeric,,
5085AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:271649006; LOINC:8480-6; AMPATH:5085; PIH Malawi:5085; PIH:5085; org.openmrs.module.mdrtb:SYSTOLIC BLOOD PRESSURE; CIEL:5085,Systolic blood pressure,Systolic blood pressure (mmHg),A patient's systolic blood pressure measurement (taken with a manual cuff in either a sitting or standing position).,Finding,Numeric,,
5086AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:271650006; LOINC:8462-4; AMPATH:5086; PIH Malawi:5086; PIH:5086; CIEL:5086,Diastolic blood pressure,Diastolic blood pressure (mmHg),A patient's diastolic blood pressure measurement (taken with a manual cuff in either a sitting or standing position).,Finding,Numeric,,
5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:431314004; LOINC:2710-2; LOINC:59408-5; AMPATH:5092; IMO ProcedureIT:3771; IMO ProcedureIT:26745610; CIEL:5092,Arterial blood oxygen saturation (pulse oximeter),Arterial blood oxygen saturation (pulse oximeter in %),"Oxygen saturation, as measured from a peripheral oximeter.",Test,Numeric,,
887AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:22569008; LOINC:14749-6; LOINC:2345-7; AMPATH:9; AMPATH:887; IMO ProcedureIT:602403; IMO ProcedureIT:932390; CIEL:887,Serum glucose,Serum glucose (mg/dl),Laboratory measurement of the glucose level in the blood in mg/ml.,Test,Numeric,,
1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:1107; PIH:1905; AMPATH:1107; SNOMED CT:260413007; org.openmrs.module.mdrtb:NONE; PIH:1107; PIH Malawi:1107,None,None,Generic descriptive answer.,Misc,N/A,,
1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:1498; SNOMED CT:255604002; PIH:1901; AMPATH:1743,Mild,Mild,General qualifier value.,Finding,N/A,,
1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:1499; PIH:1900; PIH:1907; SNOMED CT:6736007; AMPATH:1744,Moderate,Moderate,General qualifier value of the severity.,Finding,N/A,,
1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:1500; SNOMED CT:24484000; PIH:1903; AMPATH:1745,Severe,Severe,General qualifier value for the severity assesment.,Finding,N/A,,
159409AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:159409; SNOMED NP:24484000; SNOMED MVP:1594091000105007; PIH:1904,Very Severe,Very Severe,Grading as very severe.,Misc,N/A,,
166000AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:405161002; LOINC:75260-0; CIEL:166000,Pain level (coded),Pain level,,Question,Coded,None; Mild; Moderate; Severe; Very Severe,
77784AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:77784; RxNORM:5521; SNOMED CT:83490000,HYDROXYCHLOROQUINE,HydroxyChloroquine Sulphate 400mg,,Drug,N/A,,
73041AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:73041; RxNORM:2193; AMPATH:496; PIH:496; SNOMED CT:19841008,CEFTRIAXONE,Ceftriaxone,,Drug,N/A,,
71160AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:71160; SNOMED NP:372687004; SNOMED CT:27658006; AMPATH:265; RxNORM:723,AMOXICILLIN,Amoxicillin,,Drug,N/A,,
75222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:75222; RxNORM:3640; AMPATH:95; SNOMED CT:10504007,DOXYCYCLINE,,,Drug,N/A,,
86672AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:86672; RxNORM:11416; SNOMED CT:350591008,ZINC,Zinc,,Drug,N/A,,
1068AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:264931009; AMPATH:1068; CIEL:1068,SYMPTOMATIC,Symptomatic,Generic answer to a question.,Misc,N/A,,
165622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:1240591000000102; CIEL:165622; SNOMED UK:1240591000000102,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) not detected,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) not detected,,Finding,N/A,,
703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:10828004; PIH:703; AMPATH:703; AMPATH:704; org.openmrs.module.mdrtb:POSITIVE; CIEL:703,POSITIVE,Positive,General finding of a positive result.,Misc,N/A,,
664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:260385009; PIH:664; AMPATH:664; AMPATH:665; org.openmrs.module.mdrtb:NEGATIVE; CIEL:664,Negative,Negative,Response to a finding or test result.,Misc,N/A,,
162866AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:162866,Pending status,Pending status,,Misc,N/A,,
151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:21522001; AMPATH:151; AMPATH:5106; AMPATH:5987; CIEL:151; IMO ProblemIT:84356,Abdominal pain,Abdominal pain,"Pain in the abdomen, unspecified cause.",Symptom,N/A,,
871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:274640006; AMPATH:871; AMPATH:5946; CIEL:871; IMO ProblemIT:27356,Chills,Chills,A sensation of feeling cold in the body often associated with a fever.,Finding,Coded,No; Yes; Unknown;,
5226AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:13791008; AMPATH:5226; AMPATH:5543; CIEL:5226; IMO ProblemIT:84828,Weakness,Weakness,The condition or quality of being weak.,Symptom/Finding,N/A,,
80AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:57676002; AMPATH:80; AMPATH:170; CIEL:80; IMO ProblemIT:53877; IMO ProblemIT:84316,Joint pain,Joint pain,Unspecified problems with pain and motion of the joints and/or muscles.,Finding,N/A,,
6023AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:55929007; AMPATH:5263; AMPATH:6023; CIEL:6023; IMO ProblemIT:47333,Irritability,Irritability,The quality or state of being irritable; testiness or petulance.,Symptom/Finding,Coded,No; Yes;,
1640AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:399423000; PIH:3290; AMPATH:1868; CIEL:1640,Admission Date-Time,Admission Date-Time,Date/time of admission to hospital or clinic.,Question,Datetime,,
1730AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:1730,Sign/symptom start date,Sign/symptom start date,The date when the sign or symptom started.,Question,Date,,
1693AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,PIH:1744; PIH:3000; SNOMED MVP:16931000105000; org.openmrs.module.mdrtb:TRANSFER; CIEL:1693,Transferred,Transferred,,Finding,Boolean,,
161550AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:161550,Referring facility name,Referring facility name,Name of referring facility or location.,Misc,Text,,
5272AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,PIH:5272; PIH Malawi:1755; AMPATH:44; AMPATH:5272; CIEL:5272,Pregnancy status,Pregnancy status,"Question on encounter form: ""Is the patient pregnant?""",Question,Coded,No; Yes; Unknown;,
142474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:46635009; ICD-10-WHO:E10.9; PIH:6691; CIEL:142474; IMO ProblemIT:334672; IMO ProblemIT:18478,"Diabetes mellitus, type 1","Diabetes mellitus, type 1","Diabetes mellitus characterized by insulin deficiency, sudden onset, severe hyperglycemia, rapid progression to ketoacidosis, and death unless treated with insulin. The disease may occur at any age, but is most common in childhood or adolescence.",Diagnosis,N/A,,
142473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:44054006; ICD-10-WHO:E11.9; PIH:6692; PIH:7217; CIEL:142473; IMO ProblemIT:334677,"Diabetes mellitus, type 2","Diabetes mellitus, type 2",A heterogeneous group of disorders that share glucose intolerance in common.,Diagnosis,N/A,,
145438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:128290005; SNOMED CT:709044004; CIEL:145438; IMO ProblemIT:502200,Chronic Kidney Disease,Chronic Kidney Disease,,Diagnosis,N/A,,
153754AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED MVP:1537541000105005; CIEL:153754; IMO ProblemIT:688854,Chronic asthma,Chronic asthma,,Diagnosis,N/A,,
117399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:38341003; CIEL:117399; IMO ProblemIT:86491,Hypertension,Hypertension,Persistently high arterial blood pressure. Currently accepted threshold levels are 140 mm Hg systolic and 90 mm Hg diastolic pressure.,Diagnosis,N/A,,
120582AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:87837008; CIEL:120582; IMO ProblemIT:30484,Chronic Pulmonary Heart Disease,Chronic Pulmonary Heart Disease,Disease of the right side of the heart secondary to disease of the lungs or their blood vessels.,Diagnosis,N/A,,
155AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:84757009; ICD-10-WHO:G40.9; PIH:155; PIH Malawi:155; AMPATH:155; 3BT:10030574; ICPC2:N88; CIEL:155; IMO ProblemIT:67563,Epilepsy,Epilepsy,"Any of various neurological disorders characterized by sudden recurring attacks of motor, sensory, or psychic malfunction with or without loss of consciousness or convulsive seizures.",Diagnosis,Coded,No; Yes; Unknown;,
112141AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:56717001; PIH:58; AMPATH:58; org.openmrs.module.mdrtb:TUBERCULOSIS; CIEL:112141; IMO ProblemIT:24727,TUBERCULOSIS,Tuberculosis,Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM.,Diagnosis,Coded,No; Yes; Unknown;,
117703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:127040003; ICD-10-WHO:D57.1; PIH Malawi:7518; CIEL:117703; IMO ProblemIT:84676,Sickle-cell anemia,Sickle-cell anemia,"A disease characterized by chronic hemolytic anemia, episodic painful crises, and pathologic involvement of many organs. It is the clinical expression of homozygosity for hemoglobin S.",Diagnosis,N/A,,
111103AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:230690007; AMPATH:1878; CIEL:111103; IMO ProblemIT:72007,Cerebrovascular accident,Cerebrovascular accident,"A sudden, nonconvulsive loss of neurologic function due to an ischemic or hemorrhagic intracranial vascular event. In general, cerebrovascular accidents are classified by anatomic location in the brain, vascular distribution, etiology, age of the affected individual, and hemorrhagic vs. nonhemorrhagic nature. (From Adams et al., Principles of Neurology, 6th ed, pp777-810).",Diagnosis,N/A,,
113227AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:23685000; AMPATH:220; AMPATH:221; CIEL:113227; IMO ProblemIT:53904,Rheumatic heart disease,Rheumatic heart disease,,Diagnosis,N/A,,
5016AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:85898001; ICD-10-WHO:I42.9; AMPATH:5016; CIEL:5016; IMO ProblemIT:87148; IMO ProblemIT:500008,Cardiomyopathy,Cardiomyopathy,"A disease or disorder of the heart muscle, especially of unknown or obscure cause.",Diagnosis,N/A,,
138571AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:165816005; AMPATH:1169; CIEL:138571; IMO ProblemIT:25718386,HIV Positive,HIV Positive,"Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).",Diagnosis,N/A,,
115122AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:2492009; AMPATH:68; CIEL:115122; IMO ProblemIT:66243,Malnutrition,Malnutrition,,Diagnosis,Coded,No; Yes; Unknown;,
,,SNOMED CT:86049000,Cancer,Cancer,,Diagnosis,N/A,,
156753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:370388006; CIEL:156753; IMO ProblemIT:802369,immunocompromised state,immunocompromised state,,Diagnosis,N/A,,
165901AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CIEL:165901,Self-quarantine,Self-quarantine,,Procedure,N/A,,
5485AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:394656005; PIH:1429; AMPATH:5485; CIEL:5485,INPATIENT CARE OR HOSPITALIZATION,Inpatent care or hospitalization,,Misc Order,N/A,,
165656AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:417662000; CIEL:165656,History of recent travel in past 14 days,History of recent travel in past 14 days,,Finding,Coded,No; Yes; Unknown;,
165645AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:161085007; LOINC:94653-3; CIEL:165645,City visited (text) ,Cities visited,,Question,Text,,
165833AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:308467007; CIEL:165833,Visited health facility in past two weeks,Visited healthcare facility(ies) in past 2 weeks,,Finding,Coded,No; Yes; Unknown;,
165850AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:428792000; CIEL:165850,Close contact with person with acute respiratory infection 14 days prior to developing symptoms,Close contact with person with COVID-19/other acute respiratory infection,Has the patient had close contact with a person with acute respiratory infection in the 14 days prior to symptom onset.,Question,Coded,No; Yes; Unknown;,
160204AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10-WHO:J22; SNOMED NP:195647007; PIH:7215; CIEL:160204,"Acute respiratory infection, other",Other acute respiratory infection,,Diagnosis,N/A,,
1537AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:257622000; CIEL:1537,Health facility,Healthcare setting,,Misc ,N/A,,
162635AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:443999008; CIEL:162635,Lives in same household with infectious case ,Household setting,,Misc ,N/A,,
165919AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:418715001; CIEL:165919,Close face-to-face contact with case for >= 15 minutes,Close face-to-face contact with case for >= 15 minutes,,Finding,Coded,No; Yes; Unknown;,
162632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:76933008; CIEL:162632,Direct physical contact,Direct physical contact with case,A physical force and potential route of exposure of communicable disease.,Misc ,N/A,,
165844AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:418715001; CIEL:165844,Recent exposure to live animal market,Recent exposure to live animal market,,Finding,Coded,No; Yes; Unknown;,
